<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni_min data from 1981010100 to 1981123123</B><hr><pre>Selected parameters:
 1 ID for IMF spacecraft
 2 ID for SW Plasma spacecraft
 3 # of points in IMF averages 
 4 # of points in Plasma averages
 5 Percent of Interpolation
 6 Timeshift
 7 RMS, Timeshift
 8 RMS Min_var
 9 Time btwn observations,sec
10 Field magnitude average, nT
11 BX, nT (GSE, GSM)
12 BY, nT (GSE)
13 BZ, nT (GSE)
14 BY, nT (GSM)
15 BZ, nT (GSM)
16 RMS SD B scalar, nT
17 RMS SD field vector, nT
18 Speed, km/s
19 Vx Velocity,km/s
20 Vy Velocity, km/s
21 Vz Velocity, km/s
22 Proton Density, n/cc
23 Proton Temperature, K
24 Flow pressure, nPa
25 Electric field, mV/m 
26 Plasma beta
27 Alfven mach number
28 S/C, Xgse,Re
29 S/C, Ygse,Re
30 S/c, Zgse,Re
31 BSN location, Xgse,Re
32 BSN location, Ygse,Re
33 BSN location, Zgse,Re
34 AE-index, nT
35 AL-index, nT
36 AU-index, nT
37 SYM/D, nT
38 SYM/H, nT
39 ASY/D, nT
40 ASY/H, nT
41 PCN-index
42 Magnetosonic Mach number

YYYY DOY HR MN  1  2  3   4   5      6      7     8      9      10      11      12      13      14      15      16      17      18      19      20      21     22       23    24     25     26    27      28      29      30      31      32      33    34    35    36    37    38    39    40     41   42 
1981  37 15 57 50 50   5   1   0    228      0  0.01     48    9.76   -2.17   -5.18   -7.67   -3.03   -8.74    1.80    2.55   527.0  -525.9    -3.7   -33.1  10.10  125239.  5.61   4.61   1.12   8.6   13.41  -34.49  -15.83    9.64   -0.55    0.85   226  -102   124     0   -43    18    68   1.38  6.1
1981  37 15 58 50 50   4   1   0    232      3  0.01     56    7.69   -1.64   -4.40   -5.99   -2.70   -6.92    0.10    0.88   535.4  -531.0     6.5   -68.0  16.03  225970.  9.19   3.70   4.00  13.9   13.42  -34.48  -15.84    9.39   -0.61    1.23   154  -105    49     2   -43    20    67   1.58  6.6
1981  37 15 59 50 50   3   1   0    244      2  0.01     47    7.61   -1.03   -4.56   -5.97   -2.86   -6.95    0.05    0.41   526.6  -521.3     0.0   -74.2  15.31  269558.  8.49   3.66   4.38  13.5   13.43  -34.47  -15.84    9.47   -0.57    1.30   176  -122    54     2   -43    24    68   1.94  6.2
1981  37 16  0 50 99   2 999  50    306      0  0.00     -1    7.71   -0.76   -4.70   -6.05   -2.97   -7.06    0.01    0.18 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.47   -0.63    1.18   223  -145    78     3   -43    28    69   2.34 99.9
1981  37 16  1 50 50   7   2  86    292      6  0.01     74    7.81    0.50   -5.11   -5.70   -3.45   -6.83    0.28    1.30   530.2  -527.4    11.1   -53.7  15.37  261968.  8.64   3.62   4.09  13.3   13.44  -34.47  -15.84    9.53   -0.73    1.01   306  -196   110     3   -42    31    69   2.70  6.2
1981  37 16  2 50 50   7   2 100    267      7  0.02     84    7.94    1.34   -4.67   -6.16   -2.90   -7.17    0.21    1.02   536.9  -532.9     4.0   -65.1  14.41  264706.  8.31   3.85   3.74  12.8   13.45  -34.46  -15.85    9.51   -0.64    1.12   347  -221   126     4   -42    35    69   2.99  6.2
1981  37 16  3 50 50   6   1 100    253      3  0.01     74    7.82    1.25   -4.00   -6.51   -2.15   -7.33    0.06    0.71   533.0  -530.1     0.0   -55.7  14.44  243788.  8.20   3.91   3.66  13.0   13.46  -34.46  -15.86    9.49   -0.54    1.03   353  -213   139     4   -42    36    71   3.23  6.3
1981  37 16  4 50 99   6 999 100    235      5  0.02     77    7.73    0.21   -4.11   -6.36   -2.29   -7.22    0.26    1.45 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.52   -0.57    1.02   325  -192   133     4   -41    35    72   3.47 99.9
1981  37 16  5 50 99   6 999 100    217      4  0.02     78    6.85   -0.81   -3.71   -5.70   -2.08   -6.48    0.20    0.35 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.60   -0.61    1.04   336  -205   131     4   -41    37    72   3.59 99.9
1981  37 16  6 50 50   6   1 100    202      3  0.01     75    7.12   -0.32   -3.78   -6.01   -2.06   -6.80    0.41    0.57   524.6  -521.4     5.5   -57.6  14.73  282026.  8.11   3.57   4.96  14.1   13.49  -34.44  -15.87    9.58   -0.65    1.04   378  -244   134     5   -41    39    69   3.78  6.1
1981  37 16  7 50 50   6   1 100    190      3  0.01     71    8.30   -0.44   -4.82   -6.73   -2.86   -7.77    0.15    0.25   525.5  -523.1     6.4   -49.5  14.59  258953.  8.06   4.08   3.41  12.1   13.50  -34.43  -15.88    9.52   -0.66    0.89   417  -270   147     5   -41    39    68   4.07  6.1
1981  37 16  8 50 50   6   1 100    178      3  0.01     72    8.64   -0.25   -5.09   -6.97   -3.05   -8.07    0.25    0.45   525.6  -523.7     6.4   -44.0  14.23  258144.  7.86   4.24   3.07  11.5   13.51  -34.42  -15.88    9.53   -0.64    0.81   463  -298   165     5   -42    41    69   4.28  6.0
1981  37 16  9 50 99   6 999 100    166      3  0.01     72    7.95   -0.08   -4.46   -6.56   -2.55   -7.51    0.19    0.50 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.57   -0.60    0.84   545  -360   185     6   -42    42    72   4.41 99.9
1981  37 16 10 50 50   6   1 100    155      2  0.01     71    7.85    0.39   -4.25   -6.57   -2.34   -7.47    0.07    0.36   526.2  -524.0    -0.9   -47.7  14.52  269558.  8.04   3.93   3.90  12.8   13.53  -34.41  -15.89    9.55   -0.55    0.86   611  -420   191     5   -41    39    72   4.53  6.1
1981  37 16 11 50 50   5   2 100    143      3  0.01     71    8.08    0.11   -4.57   -6.65   -2.62   -7.63    0.11    0.34   527.2  -524.1    -0.9   -56.7  14.10  275191.  7.84   4.02   3.63  12.3   13.54  -34.40  -15.90    9.56   -0.53    0.99   695  -475   220     6   -42    40    69   4.64  6.0
1981  37 16 12 50 50   6   1 100    133      2  0.01     70    8.34    0.03   -5.14   -6.57   -3.18   -7.71    0.04    0.21   528.6  -525.4     0.9   -58.0  14.44  252519.  8.07   4.08   3.29  12.0   13.55  -34.40  -15.90    9.54   -0.55    1.04   689  -461   228     6   -42    40    69   4.88  6.1
1981  37 16 13 50 50   5   1  40    125      1  0.01     68    8.45    0.52   -5.20   -6.63   -3.22   -7.79    0.03    0.19   528.3  -525.6     0.9   -53.4  14.01  254923.  7.82   4.12   3.13  11.7   13.55  -34.40  -15.91    9.57   -0.56    1.03   685  -444   241     6   -41    38    69   4.96  6.1
1981  37 16 14 50 50   6   1   0    123      9  0.04     61    8.43    0.57   -4.99   -6.75   -2.97   -7.85    0.10    0.38   530.5  -524.8     3.7   -77.5  13.35  232871.  7.51   4.16   2.82  11.5   13.56  -34.39  -15.91    9.56   -0.60    1.35   706  -452   254     5   -42    35    67   5.03  6.2
1981  37 16 15 50 99   4 999   0    127     12  0.05     56    8.48    0.41   -5.18   -6.68   -3.17   -7.84    0.07    0.32 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.59   -0.60    1.28   752  -489   263     4   -42    36    68   5.18 99.9
1981  37 16 16 50 50   3   1   0    135      8  0.03     51    8.63    0.04   -5.45   -6.69   -3.42   -7.92    0.00    0.24   525.8  -521.9     1.8   -64.1  13.72  254923.  7.59   4.16   2.94  11.3   13.58  -34.38  -15.92    9.60   -0.59    1.20   834  -556   278     3   -43    37    69   5.20  6.0
1981  37 16 17 50 50   5   2   0    150      3  0.02     45    8.55   -0.02   -5.82   -6.26   -3.89   -7.61    0.03    0.27   523.6  -520.5     5.1   -56.9  13.94  252875.  7.64   3.98   3.02  11.4   13.59  -34.38  -15.92    9.64   -0.65    1.04   887  -612   275     4   -44    38    68   5.20  6.0
1981  37 16 18 50 50   4   2   0    155      1  0.01     55    8.74   -0.21   -6.57   -5.73   -4.75   -7.31    0.06    0.36   521.8  -519.2     8.1   -51.3  14.14  250403.  7.70   3.81   2.92  11.2   13.59  -34.38  -15.92    9.70   -0.70    1.11   853  -595   258     3   -43    39    69   5.34  6.0
1981  37 16 19 50 50   3   2   0    163      6  0.04     51    8.52   -0.57   -6.42   -5.56   -4.64   -7.11    0.12    0.24   525.2  -520.5     7.3   -69.5  13.94  243025.  7.69   3.73   2.97  11.5   13.59  -34.37  -15.93    9.72   -0.66    1.27   793  -540   253     3   -44    39    70   5.32  6.1
1981  37 16 20 50 50   4   1   0    163      7  0.05     60    8.40   -0.63   -6.45   -5.34   -4.73   -6.91    0.05    0.25   526.8  -522.8     2.7   -65.1  13.43  248534.  7.45   3.64   2.98  11.5   13.60  -34.37  -15.93    9.78   -0.61    1.24   786  -524   262     2   -44    39    69   5.31  6.1
1981  37 16 21 50 50   6   1   0    165      7  0.06     58    8.34   -0.94   -6.50   -5.10   -4.84   -6.70    0.30    0.47   525.9  -520.8     2.7   -73.2  13.65  278678.  7.55   3.52   3.32  11.6   13.61  -34.36  -15.93    9.78   -0.60    1.35   812  -541   271     2   -45    39    67   5.33  5.9
1981  37 16 22 50 99   5 999   0    156      3  0.06     69    7.31   -1.16   -5.47   -4.69   -3.95   -6.02    0.10    0.20 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.79   -0.54    1.30   835  -564   271     2   -45    39    68   5.41 99.9
1981  37 16 23 50 50   5   2   0    154      0  0.02     61    7.33   -0.82   -5.65   -4.58   -4.15   -5.97    0.13    0.24   525.4  -521.0    -2.7   -67.7  14.44  326239.  7.97   3.14   5.08  13.6   13.63  -34.36  -15.94    9.80   -0.52    1.26   817  -549   268     2   -46    40    65   5.47  5.9
1981  37 16 24 50 50   4   1   0    157      4  0.02     57    7.12   -0.85   -5.05   -4.93   -3.47   -6.14    0.35    0.40   524.1  -519.9    -0.9   -66.6  14.16  282867.  7.78   3.22   4.78  13.8   13.64  -34.35  -15.95    9.78   -0.52    1.27   801  -550   250     1   -47    41    64   5.54  6.1
1981  37 16 25 50 50   5   1   0    162      5  0.02     54    8.05   -1.74   -6.74   -3.96   -5.36   -5.69    0.19    0.61   523.6  -519.0    -4.5   -69.2  13.79  281187.  7.56   2.98   3.63  12.1   13.64  -34.35  -15.95    9.92   -0.47    1.31   821  -582   238     1   -47    41    63   5.57  5.9
1981  37 16 26 50 50   6   2   0    158      4  0.04     63    7.07   -1.78   -5.96   -3.17   -4.83   -4.72    0.46    1.08   526.5  -522.0    -7.4   -68.3  14.39  317139.  7.98   2.49   5.34  14.1   13.65  -34.34  -15.96    9.93   -0.41    1.41   842  -611   230     0   -48    41    62   5.50  6.0
1981  37 16 27 50 50   5   2   0    149      0  0.03     69    6.77   -2.31   -5.89   -2.26   -5.02   -3.83    0.08    0.44   531.0  -524.6    -9.4   -81.7  14.89  346022.  8.40   2.03   6.41  15.1   13.66  -34.34  -15.96    9.96   -0.38    1.47   871  -646   224     0   -49    43    61   5.50  5.9
1981  37 16 28 50 50   5   2   0    150      0  0.00     59    7.00   -3.29   -6.05   -0.77   -5.59   -2.45    0.16    0.77   529.6  -524.9   -10.1   -70.0  15.45  373463.  8.67   1.30   6.58  14.9   13.67  -34.33  -15.96   10.12   -0.37    1.35   890  -678   211     0   -49    44    60   5.35  5.7
1981  37 16 29 50 50   4   1   0    158      8  0.08     51    5.67   -1.92   -4.58   -1.30   -4.02   -2.54    0.68    2.35   530.2  -525.4   -11.0   -70.1  15.60  341622.  8.77   1.35   9.49  18.5   13.68  -34.33  -15.97   10.01   -0.37    1.31   945  -714   230     0   -49    46    60   5.27  6.1
1981  37 16 30 50 50   6   1   0    158      2  0.04     60    5.59   -1.38   -3.98   -3.25   -2.89   -4.25    0.19    1.35   527.2  -523.2    -9.1   -64.2  16.10  282026.  8.95   2.24   8.80  18.9   13.69  -34.32  -15.98    9.75   -0.38    1.22   983  -734   248     0   -49    48    60   5.27  6.5
1981  37 16 31 50 50   6   2   0    151      1  0.01     67    4.04   -1.18   -3.60    0.65   -3.64   -0.40    0.44    1.19   530.6  -525.4   -11.0   -72.9  17.60  312038.  9.91   0.21  19.76  27.5   13.70  -34.31  -15.98   10.02   -0.38    1.33   980  -734   245     2   -49    48    56   5.13  6.5
1981  37 16 32 50 50   4   1   0    151      7  0.01     60    6.70    0.16   -4.55   -3.83   -3.27   -4.97    3.30    4.12   539.5  -536.8     2.8   -53.6  10.47  122896.  6.09   2.68   2.44  13.0   13.71  -34.31  -15.99   10.06   -0.55    1.09   956  -711   244     1   -48    48    55   5.14  7.4
1981  37 16 33 50 50   7   2   0    144      6  0.02     66   12.03    2.28   -6.73   -9.70   -3.67  -11.22    0.17    0.29   538.5  -537.6    13.9   -28.6  10.11  124622.  5.86   6.04   0.74   7.1   13.72  -34.31  -15.99    9.68   -0.74    0.63   949  -684   264     1   -50    47    50   5.06  5.6
1981  37 16 34 50 99   5 999   0    139      7  0.02     65   11.87    2.10   -6.62   -9.60   -3.59  -11.10    0.10    0.47 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.66   -0.74    0.64   913  -660   252     0   -53    45    48   4.91 99.9
1981  37 16 35 50 50   6   1   0    136     20  0.06     62   11.31    1.22   -6.67   -9.02   -3.79  -10.56    0.38    0.62   534.2  -532.3     7.4   -44.7  10.85  118268.  6.19   5.64   0.87   7.8   13.74  -34.29  -16.00    9.69   -0.71    0.73   981  -737   244    -6   -54    62    58   4.80  5.9
1981  37 16 36 50 50   4   1   0    136     11  0.03     60   11.35    1.45   -6.76   -8.96   -3.89  -10.53    0.59    0.98   532.2  -531.3    13.9   -26.9  10.70  122896.  6.06   5.60   0.87   7.7   13.74  -34.29  -16.00    9.71   -0.78    0.55   913  -689   224    -5   -56    54    56   4.13  5.8
1981  37 16 37 50 99   4 999   0    154      8  0.02     42   11.98    2.93   -6.12   -9.85   -3.01  -11.20    0.04    0.25 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.58   -0.78    0.48   877  -669   208    -6   -56    61    60   4.02 99.9
1981  37 16 38 50 99   4 999   0    159     20  0.06     54   11.99    2.99   -5.78  -10.04   -2.62  -11.29    0.08    0.49 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.52   -0.76    0.47   791  -596   194    -7   -57    63    68   3.65 99.9
1981  37 16 39 50 50   9   1   0    147     33  0.09     72   11.38    3.31   -4.89   -9.69   -1.86  -10.69    0.68    0.80   538.8  -538.1    11.3   -25.4  11.67  116553.  6.78   5.76   0.92   8.1   13.78  -34.27  -16.02    9.47   -0.74    0.45   787  -598   189    -6   -57    54    65   3.42  6.0
1981  37 16 40 50 99   5 999   0    112     13  0.04     95   10.62    3.52   -3.39   -9.41   -0.50   -9.99    0.30    0.53 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.48   -0.77    0.42   705  -518   187    -4   -57    43    58   3.53 99.9
1981  37 16 41 50 50   4   1   0    125      2  0.01     46   12.06    4.07   -4.87  -10.24   -1.66  -11.22    0.04    0.42   541.9  -541.2    18.0   -21.7  11.29  113718.  6.63   6.08   0.78   7.5   13.79  -34.26  -16.03    9.40   -0.81    0.39   734  -548   186    -4   -57    41    56   3.69  5.8
1981  37 16 42 50 50   6   2   0    120      3  0.01     64   12.04    3.92   -5.52   -9.95   -2.36  -11.13    0.10    0.43   541.5  -540.5    19.7   -27.0  10.46  113194.  6.13   6.03   0.73   7.3   13.80  -34.26  -16.03    9.54   -0.87    0.45   721  -555   166    -4   -56    41    55   3.84  5.7
1981  37 16 43 50 99   5 999   0    117      1  0.00     62   11.22    3.21   -4.94   -9.53   -1.92  -10.56    0.34    0.62 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.66   -0.89    0.47   731  -575   156    -3   -56    40    53   3.96 99.9
1981  37 16 44 50 50  11   1   0     77     34  0.10    100   12.02    3.68   -4.53  -10.49   -1.23  -11.36    0.08    0.63   539.7  -538.8    19.8   -24.5   9.95  125239.  5.80   6.13   0.73   7.1   13.82  -34.24  -16.04    9.59   -0.89    0.41   696  -560   136    -2   -56    40    51   4.05  5.6
1981  37 16 45 50 50   3   1  67     29      5  0.02    107   11.92    4.05   -3.65  -10.59   -0.35  -11.20    0.07    0.19   539.1  -538.3    21.6   -18.8  10.18  108694.  5.92   6.04   0.71   7.2   13.84  -34.24  -16.05    9.54   -0.91    0.34   674  -524   150    -2   -57    40    48   4.10  5.7
1981  37 16 46 50 99   3 999 100     50      5  0.02     39   11.82    4.09   -3.41  -10.54   -0.13  -11.08    0.07    0.15 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.49   -0.94    0.34   731  -552   179    -1   -58    38    46   4.19 99.9
1981  37 16 47 50 50   3   1 100     76      6  0.02     33   11.42    4.33   -3.31  -10.03   -0.17  -10.56    0.11    0.42   539.7  -538.8    24.5   -19.8  10.85  140321.  6.32   5.70   0.93   7.8   13.84  -34.23  -16.05    9.51   -0.96    0.36   778  -599   179    -1   -58    37    42   4.30  5.8
1981  37 16 48 50 99   2 999 100     98      5  0.01     37   11.32    4.29   -3.31   -9.95   -0.19  -10.48    0.06    0.11 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.54   -0.95    0.39   730  -572   158    -1   -59    36    40   4.44 99.9
1981  37 16 49 50 99   3 999 100    121      6  0.02     37   11.50    4.08   -3.20  -10.27    0.02  -10.76    0.04    0.12 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.53   -0.95    0.41   703  -544   159    -2   -60    36    39   4.57 99.9
1981  37 16 50 50 50   3   1 100    150      7  0.02     30   11.51    3.99   -3.10  -10.34    0.15  -10.79    0.01    0.05   538.7  -537.6    23.5   -24.4  10.33  124065.  6.00   5.81   0.82   7.5   13.86  -34.22  -16.06    9.54   -0.95    0.44   641  -496   145    -2   -61    35    39   4.55  5.8
1981  37 16 51 50 99   3 999  67    176      6  0.02     33   11.41    4.10   -3.13  -10.18    0.08  -10.65    0.01    0.04 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.55   -0.94    0.53   627  -489   138    -2   -62    34    35   4.59 99.9
1981  37 16 52 50 50   3   1   0    193      5  0.01     43   11.44    3.80   -3.18  -10.30    0.08  -10.78    0.02    0.15   538.6  -537.0    22.5   -34.8  10.40  126417.  6.03   5.81   0.84   7.6   13.87  -34.22  -16.06    9.55   -0.93    0.48   607  -482   125    -3   -62    34    34   4.73  5.8
1981  37 16 53 50 50   4   1   0    212      4  0.01     41   11.48    3.83   -3.10  -10.37    0.18  -10.82    0.02    0.08   534.7  -534.2    22.4     2.8  10.25  111473.  5.86   5.79   0.78   7.5   13.88  -34.21  -16.07    9.59   -0.94    0.05   587  -470   117    -3   -63    34    33   4.74  5.8
1981  37 16 54 50 50   4   1   0    234      5  0.02     37   11.55    3.98   -2.88  -10.45    0.43  -10.83    0.08    0.21   534.7  -534.2    22.4     2.8  10.25  111473.  5.86   5.79   0.77   7.4   13.88  -34.21  -16.07    9.60   -0.95    0.07   587  -472   115    -2   -64    33    33   4.78  5.7
1981  37 16 55 50 50   5   1   0    240      1  0.01     54   11.61    4.38   -3.10  -10.29    0.18  -10.75    0.03    0.36   531.0  -529.9    24.1   -24.1   9.95  109247.  5.61   5.71   0.73   7.2   13.89  -34.20  -16.07    9.65   -0.97    0.29   600  -483   117    -3   -64    33    31   4.85  5.6
1981  37 16 56 50 50   6   2   0    222      8  0.01     77   11.42    3.95   -4.13   -9.78   -0.95  -10.57    0.17    1.25   534.6  -532.2    34.0   -36.9  10.01  125293.  5.72   5.65   0.81   7.4   13.90  -34.19  -16.08    9.68   -1.11    0.61   593  -501    92    -2   -65    35    30   4.86  5.7
1981  37 16 57 50 99   4 999   0    223      4  0.01     59   11.41    4.72   -4.91   -9.13   -1.88  -10.19    0.02    0.34 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.72   -1.04    0.62   582  -510    72    -2   -65    36    28   4.86 99.9
1981  37 16 58 50 50   4   1   0    244      5  0.01     39   11.23    4.68   -3.65   -9.51   -0.56  -10.17    0.09    0.30   537.5  -536.9    11.2   -23.4  10.62  139086.  6.14   5.47   0.94   7.8   13.91  -34.19  -16.08    9.64   -0.82    0.48   586  -521    65    -2   -65    38    28   4.87  5.8
1981  37 16 59 50 50   6   2   0    243     15  0.02     60   11.14    5.20   -3.11   -9.31   -0.10   -9.82    0.05    0.68   536.1  -533.8    23.5   -43.7  10.83  149734.  6.23   5.26   1.01   7.9   13.92  -34.18  -16.09    9.61   -0.90    0.69   594  -528    66    -2   -66    37    27   4.92  5.8
1981  37 17  0 50 99   4 999   0    238      2  0.00     64   11.38    6.44   -1.88   -9.16    1.03   -9.29    0.03    0.53 99999.9 99999.9 99999.9 99999.9 999.99 9999999. 99.99 999.99 999.99 999.9 9999.99 9999.99 9999.99    9.59   -0.94    0.69   612  -551    61    -2   -67    38    26   4.96 99.9
1981  37 17  1 50 50   5   1   0    239      0  0.00     59   10.62    5.93   -0.32   -8.64    2.37   -8.32    0.19    1.14   532.0  -530.8    19.5   -29.7  11.59  222931.  6.56   4.43   1.50   8.5   13.93  -34.17  -16.09    9.63   -0.90    0.58   636  -574    61    -2   -67    39    26   4.96  5.6
1981  37 17  2 50 50   5   2   0    235      1  0.01     63   10.19    6.32    0.48   -7.98    2.93   -7.44    0.28    0.30   531.1  -529.1    13.9   -43.4  11.37  222181.  6.41   3.95   1.60   8.8   13.94  -34.17  -16.10    9.72   -0.83    0.73   667  -602    64    -2   -68    39    24   4.99  5.7
1981  37 17  3 50 50   4   1   0    232      0  0.00     63   10.08    5.94    0.07   -8.13    2.59   -7.71    0.08    0.42   535.5  -533.6    19.6   -40.2  11.07  187889.  6.35   4.13   1.43   8.8   13.95  -34.16  -16.10    9.72   -0.87    0.75   660  -594    65    -2   -69    38    25   4.97  5.9
